second,Volt
-2.500000000000e+000, 5.79211e+000
-2.497900000000e+000, 5.79211e+000
-2.495800000000e+000, 6.19412e+000
-2.493700000000e+000, 6.19412e+000
-2.491600000000e+000, 6.59613e+000
-2.489500000000e+000, 6.59613e+000
-2.487400000000e+000, 6.59613e+000
-2.485300000000e+000, 6.99814e+000
-2.483200000000e+000, 6.99814e+000
-2.481100000000e+000, 7.40015e+000
-2.479000000000e+000, 7.40015e+000
-2.476900000000e+000, 7.80216e+000
-2.474800000000e+000, 8.20417e+000
-2.472700000000e+000, 8.20417e+000
-2.470600000000e+000, 8.20417e+000
-2.468500000000e+000, 8.60618e+000
-2.466400000000e+000, 8.60618e+000
-2.464300000000e+000, 8.60618e+000
-2.462200000000e+000, 9.00819e+000
-2.460100000000e+000, 9.00819e+000
-2.458000000000e+000, 9.00819e+000
-2.455900000000e+000, 9.41020e+000
-2.453800000000e+000, 9.41020e+000
-2.451700000000e+000, 9.81221e+000
-2.449600000000e+000, 9.81221e+000
-2.447500000000e+000, 1.02142e+001
-2.445400000000e+000, 1.02142e+001
-2.443300000000e+000, 1.02142e+001
-2.441200000000e+000, 1.06162e+001
-2.439100000000e+000, 1.06162e+001
-2.437000000000e+000, 1.06162e+001
-2.434900000000e+000, 1.10182e+001
-2.432800000000e+000, 1.14203e+001
-2.430700000000e+000, 1.10182e+001
-2.428600000000e+000, 1.14203e+001
-2.426500000000e+000, 1.14203e+001
-2.424400000000e+000, 1.18223e+001
-2.422300000000e+000, 1.18223e+001
-2.420200000000e+000, 1.18223e+001
-2.418100000000e+000, 1.22243e+001
-2.416000000000e+000, 1.22243e+001
-2.413900000000e+000, 1.22243e+001
-2.411800000000e+000, 1.26263e+001
-2.409700000000e+000, 1.26263e+001
-2.407600000000e+000, 1.26263e+001
-2.405500000000e+000, 1.26263e+001
-2.403400000000e+000, 1.26263e+001
-2.401300000000e+000, 1.30283e+001
-2.399200000000e+000, 1.30283e+001
-2.397100000000e+000, 1.30283e+001
-2.395000000000e+000, 1.30283e+001
-2.392900000000e+000, 1.30283e+001
-2.390800000000e+000, 1.34303e+001
-2.388700000000e+000, 1.34303e+001
-2.386600000000e+000, 1.34303e+001
-2.384500000000e+000, 1.34303e+001
-2.382400000000e+000, 1.38323e+001
-2.380300000000e+000, 1.34303e+001
-2.378200000000e+000, 1.34303e+001
-2.376100000000e+000, 1.34303e+001
-2.374000000000e+000, 1.38323e+001
-2.371900000000e+000, 1.38323e+001
-2.369800000000e+000, 1.38323e+001
-2.367700000000e+000, 1.38323e+001
-2.365600000000e+000, 1.42343e+001
-2.363500000000e+000, 1.42343e+001
-2.361400000000e+000, 1.42343e+001
-2.359300000000e+000, 1.38323e+001
-2.357200000000e+000, 1.38323e+001
-2.355100000000e+000, 1.38323e+001
-2.353000000000e+000, 1.38323e+001
-2.350900000000e+000, 1.42343e+001
-2.348800000000e+000, 1.42343e+001
-2.346700000000e+000, 1.42343e+001
-2.344600000000e+000, 1.38323e+001
-2.342500000000e+000, 1.42343e+001
-2.340400000000e+000, 1.42343e+001
-2.338300000000e+000, 1.42343e+001
-2.336200000000e+000, 1.42343e+001
-2.334100000000e+000, 1.42343e+001
-2.332000000000e+000, 1.42343e+001
-2.329900000000e+000, 1.42343e+001
-2.327800000000e+000, 1.42343e+001
-2.325700000000e+000, 1.38323e+001
-2.323600000000e+000, 1.42343e+001
-2.321500000000e+000, 1.42343e+001
-2.319400000000e+000, 1.42343e+001
-2.317300000000e+000, 1.38323e+001
-2.315200000000e+000, 1.38323e+001
-2.313100000000e+000, 1.42343e+001
-2.311000000000e+000, 1.38323e+001
-2.308900000000e+000, 1.42343e+001
-2.306800000000e+000, 1.38323e+001
-2.304700000000e+000, 1.38323e+001
-2.302600000000e+000, 1.38323e+001
-2.300500000000e+000, 1.38323e+001
-2.298400000000e+000, 1.38323e+001
-2.296300000000e+000, 1.38323e+001
-2.294200000000e+000, 1.38323e+001
-2.292100000000e+000, 1.38323e+001
-2.290000000000e+000, 1.38323e+001
-2.287900000000e+000, 1.38323e+001
-2.285800000000e+000, 1.38323e+001
-2.283700000000e+000, 1.38323e+001
-2.281600000000e+000, 1.38323e+001
-2.279500000000e+000, 1.38323e+001
-2.277400000000e+000, 1.34303e+001
-2.275300000000e+000, 1.34303e+001
-2.273200000000e+000, 1.34303e+001
-2.271100000000e+000, 1.34303e+001
-2.269000000000e+000, 1.34303e+001
-2.266900000000e+000, 1.34303e+001
-2.264800000000e+000, 1.34303e+001
-2.262700000000e+000, 1.34303e+001
-2.260600000000e+000, 1.30283e+001
-2.258500000000e+000, 1.34303e+001
-2.256400000000e+000, 1.34303e+001
-2.254300000000e+000, 1.30283e+001
-2.252200000000e+000, 1.30283e+001
-2.250100000000e+000, 1.30283e+001
-2.248000000000e+000, 1.30283e+001
-2.245900000000e+000, 1.30283e+001
-2.243800000000e+000, 1.30283e+001
-2.241700000000e+000, 1.30283e+001
-2.239600000000e+000, 1.30283e+001
-2.237500000000e+000, 1.26263e+001
-2.235400000000e+000, 1.30283e+001
-2.233300000000e+000, 1.26263e+001
-2.231200000000e+000, 1.26263e+001
-2.229100000000e+000, 1.26263e+001
-2.227000000000e+000, 1.26263e+001
-2.224900000000e+000, 1.26263e+001
-2.222800000000e+000, 1.26263e+001
-2.220700000000e+000, 1.26263e+001
-2.218600000000e+000, 1.26263e+001
-2.216500000000e+000, 1.26263e+001
-2.214400000000e+000, 1.22243e+001
-2.212300000000e+000, 1.22243e+001
-2.210200000000e+000, 1.26263e+001
-2.208100000000e+000, 1.22243e+001
-2.206000000000e+000, 1.22243e+001
-2.203900000000e+000, 1.22243e+001
-2.201800000000e+000, 1.22243e+001
-2.199700000000e+000, 1.26263e+001
-2.197600000000e+000, 1.22243e+001
-2.195500000000e+000, 1.18223e+001
-2.193400000000e+000, 1.22243e+001
-2.191300000000e+000, 1.18223e+001
-2.189200000000e+000, 1.18223e+001
-2.187100000000e+000, 1.18223e+001
-2.185000000000e+000, 1.18223e+001
-2.182900000000e+000, 1.18223e+001
-2.180800000000e+000, 1.18223e+001
-2.178700000000e+000, 1.18223e+001
-2.176600000000e+000, 1.18223e+001
-2.174500000000e+000, 1.18223e+001
-2.172400000000e+000, 1.18223e+001
-2.170300000000e+000, 1.14203e+001
-2.168200000000e+000, 1.14203e+001
-2.166100000000e+000, 1.18223e+001
-2.164000000000e+000, 1.18223e+001
-2.161900000000e+000, 1.18223e+001
-2.159800000000e+000, 1.14203e+001
-2.157700000000e+000, 1.14203e+001
-2.155600000000e+000, 1.14203e+001
-2.153500000000e+000, 1.14203e+001
-2.151400000000e+000, 1.14203e+001
-2.149300000000e+000, 1.14203e+001
-2.147200000000e+000, 1.14203e+001
-2.145100000000e+000, 1.14203e+001
-2.143000000000e+000, 1.10182e+001
-2.140900000000e+000, 1.14203e+001
-2.138800000000e+000, 1.10182e+001
-2.136700000000e+000, 1.10182e+001
-2.134600000000e+000, 1.10182e+001
-2.132500000000e+000, 1.10182e+001
-2.130400000000e+000, 1.10182e+001
-2.128300000000e+000, 1.10182e+001
-2.126200000000e+000, 1.10182e+001
-2.124100000000e+000, 1.10182e+001
-2.122000000000e+000, 1.10182e+001
-2.119900000000e+000, 1.10182e+001
-2.117800000000e+000, 1.10182e+001
-2.115700000000e+000, 1.10182e+001
-2.113600000000e+000, 1.06162e+001
-2.111500000000e+000, 1.10182e+001
-2.109400000000e+000, 1.10182e+001
-2.107300000000e+000, 1.06162e+001
-2.105200000000e+000, 1.06162e+001
-2.103100000000e+000, 1.06162e+001
-2.101000000000e+000, 1.06162e+001
-2.098900000000e+000, 1.06162e+001
-2.096800000000e+000, 1.06162e+001
-2.094700000000e+000, 1.06162e+001
-2.092600000000e+000, 1.06162e+001
-2.090500000000e+000, 1.06162e+001
-2.088400000000e+000, 1.06162e+001
-2.086300000000e+000, 1.06162e+001
-2.084200000000e+000, 1.06162e+001
-2.082100000000e+000, 1.06162e+001
-2.080000000000e+000, 1.02142e+001
-2.077900000000e+000, 1.02142e+001
-2.075800000000e+000, 1.02142e+001
-2.073700000000e+000, 1.02142e+001
-2.071600000000e+000, 1.02142e+001
-2.069500000000e+000, 1.02142e+001
-2.067400000000e+000, 1.02142e+001
-2.065300000000e+000, 1.02142e+001
-2.063200000000e+000, 1.02142e+001
-2.061100000000e+000, 1.02142e+001
-2.059000000000e+000, 1.02142e+001
-2.056900000000e+000, 1.02142e+001
-2.054800000000e+000, 1.02142e+001
-2.052700000000e+000, 9.81221e+000
-2.050600000000e+000, 9.81221e+000
-2.048500000000e+000, 1.02142e+001
-2.046400000000e+000, 9.81221e+000
-2.044300000000e+000, 9.81221e+000
-2.042200000000e+000, 9.81221e+000
-2.040100000000e+000, 9.81221e+000
-2.038000000000e+000, 9.81221e+000
-2.035900000000e+000, 9.81221e+000
-2.033800000000e+000, 9.81221e+000
-2.031700000000e+000, 9.81221e+000
-2.029600000000e+000, 9.81221e+000
-2.027500000000e+000, 9.81221e+000
-2.025400000000e+000, 9.41020e+000
-2.023300000000e+000, 9.41020e+000
-2.021200000000e+000, 9.41020e+000
-2.019100000000e+000, 9.41020e+000
-2.017000000000e+000, 9.41020e+000
-2.014900000000e+000, 9.41020e+000
-2.012800000000e+000, 9.41020e+000
-2.010700000000e+000, 9.41020e+000
-2.008600000000e+000, 9.41020e+000
-2.006500000000e+000, 9.41020e+000
-2.004400000000e+000, 9.41020e+000
-2.002300000000e+000, 9.41020e+000
-2.000200000000e+000, 9.00819e+000
-1.998100000000e+000, 9.00819e+000
-1.996000000000e+000, 9.41020e+000
-1.993900000000e+000, 9.41020e+000
-1.991800000000e+000, 9.41020e+000
-1.989700000000e+000, 9.00819e+000
-1.987600000000e+000, 9.41020e+000
-1.985500000000e+000, 9.00819e+000
-1.983400000000e+000, 9.00819e+000
-1.981300000000e+000, 9.00819e+000
-1.979200000000e+000, 9.00819e+000
-1.977100000000e+000, 9.00819e+000
-1.975000000000e+000, 9.00819e+000
-1.972900000000e+000, 9.00819e+000
-1.970800000000e+000, 9.00819e+000
-1.968700000000e+000, 9.00819e+000
-1.966600000000e+000, 9.00819e+000
-1.964500000000e+000, 9.00819e+000
-1.962400000000e+000, 9.00819e+000
-1.960300000000e+000, 9.00819e+000
-1.958200000000e+000, 9.00819e+000
-1.956100000000e+000, 8.60618e+000
-1.954000000000e+000, 9.00819e+000
-1.951900000000e+000, 9.00819e+000
-1.949800000000e+000, 9.00819e+000
-1.947700000000e+000, 8.60618e+000
-1.945600000000e+000, 8.60618e+000
-1.943500000000e+000, 8.60618e+000
-1.941400000000e+000, 8.60618e+000
-1.939300000000e+000, 8.60618e+000
-1.937200000000e+000, 8.60618e+000
-1.935100000000e+000, 8.20417e+000
-1.933000000000e+000, 8.60618e+000
-1.930900000000e+000, 8.60618e+000
-1.928800000000e+000, 8.60618e+000
-1.926700000000e+000, 8.60618e+000
-1.924600000000e+000, 8.60618e+000
-1.922500000000e+000, 8.60618e+000
-1.920400000000e+000, 8.20417e+000
-1.918300000000e+000, 8.60618e+000
-1.916200000000e+000, 8.60618e+000
-1.914100000000e+000, 8.20417e+000
-1.912000000000e+000, 8.20417e+000
-1.909900000000e+000, 8.20417e+000
-1.907800000000e+000, 8.20417e+000
-1.905700000000e+000, 8.20417e+000
-1.903600000000e+000, 8.20417e+000
-1.901500000000e+000, 8.20417e+000
-1.899400000000e+000, 8.20417e+000
-1.897300000000e+000, 8.20417e+000
-1.895200000000e+000, 8.20417e+000
-1.893100000000e+000, 8.20417e+000
-1.891000000000e+000, 7.80216e+000
-1.888900000000e+000, 8.20417e+000
-1.886800000000e+000, 7.80216e+000
-1.884700000000e+000, 7.80216e+000
-1.882600000000e+000, 7.80216e+000
-1.880500000000e+000, 8.20417e+000
-1.878400000000e+000, 7.80216e+000
-1.876300000000e+000, 7.80216e+000
-1.874200000000e+000, 7.80216e+000
-1.872100000000e+000, 7.80216e+000
-1.870000000000e+000, 7.80216e+000
-1.867900000000e+000, 8.20417e+000
-1.865800000000e+000, 7.80216e+000
-1.863700000000e+000, 7.80216e+000
-1.861600000000e+000, 7.80216e+000
-1.859500000000e+000, 7.80216e+000
-1.857400000000e+000, 7.40015e+000
-1.855300000000e+000, 7.80216e+000
-1.853200000000e+000, 7.40015e+000
-1.851100000000e+000, 7.80216e+000
-1.849000000000e+000, 7.40015e+000
-1.846900000000e+000, 7.80216e+000
-1.844800000000e+000, 7.40015e+000
-1.842700000000e+000, 7.40015e+000
-1.840600000000e+000, 7.40015e+000
-1.838500000000e+000, 7.40015e+000
-1.836400000000e+000, 7.40015e+000
-1.834300000000e+000, 7.40015e+000
-1.832200000000e+000, 7.40015e+000
-1.830100000000e+000, 7.40015e+000
-1.828000000000e+000, 7.40015e+000
-1.825900000000e+000, 7.40015e+000
-1.823800000000e+000, 7.40015e+000
-1.821700000000e+000, 7.40015e+000
-1.819600000000e+000, 7.40015e+000
-1.817500000000e+000, 7.40015e+000
-1.815400000000e+000, 6.99814e+000
-1.813300000000e+000, 7.40015e+000
-1.811200000000e+000, 7.40015e+000
-1.809100000000e+000, 7.40015e+000
-1.807000000000e+000, 7.40015e+000
-1.804900000000e+000, 7.40015e+000
-1.802800000000e+000, 6.99814e+000
-1.800700000000e+000, 6.99814e+000
-1.798600000000e+000, 6.99814e+000
-1.796500000000e+000, 6.99814e+000
-1.794400000000e+000, 6.99814e+000
-1.792300000000e+000, 6.99814e+000
-1.790200000000e+000, 6.99814e+000
-1.788100000000e+000, 6.99814e+000
-1.786000000000e+000, 6.99814e+000
-1.783900000000e+000, 6.99814e+000
-1.781800000000e+000, 6.99814e+000
-1.779700000000e+000, 6.99814e+000
-1.777600000000e+000, 6.99814e+000
-1.775500000000e+000, 6.99814e+000
-1.773400000000e+000, 6.99814e+000
-1.771300000000e+000, 6.99814e+000
-1.769200000000e+000, 6.99814e+000
-1.767100000000e+000, 6.99814e+000
-1.765000000000e+000, 6.99814e+000
-1.762900000000e+000, 6.59613e+000
-1.760800000000e+000, 6.99814e+000
-1.758700000000e+000, 6.59613e+000
-1.756600000000e+000, 6.99814e+000
-1.754500000000e+000, 6.59613e+000
-1.752400000000e+000, 6.59613e+000
-1.750300000000e+000, 6.59613e+000
-1.748200000000e+000, 6.59613e+000
-1.746100000000e+000, 6.59613e+000
-1.744000000000e+000, 6.59613e+000
-1.741900000000e+000, 6.59613e+000
-1.739800000000e+000, 6.59613e+000
-1.737700000000e+000, 6.59613e+000
-1.735600000000e+000, 6.59613e+000
-1.733500000000e+000, 6.59613e+000
-1.731400000000e+000, 6.59613e+000
-1.729300000000e+000, 6.59613e+000
-1.727200000000e+000, 6.59613e+000
-1.725100000000e+000, 6.19412e+000
-1.723000000000e+000, 6.59613e+000
-1.720900000000e+000, 6.59613e+000
-1.718800000000e+000, 6.19412e+000
-1.716700000000e+000, 6.59613e+000
-1.714600000000e+000, 6.19412e+000
-1.712500000000e+000, 6.19412e+000
-1.710400000000e+000, 6.19412e+000
-1.708300000000e+000, 6.59613e+000
-1.706200000000e+000, 6.19412e+000
-1.704100000000e+000, 6.19412e+000
-1.702000000000e+000, 6.19412e+000
-1.699900000000e+000, 6.19412e+000
-1.697800000000e+000, 6.19412e+000
-1.695700000000e+000, 6.19412e+000
-1.693600000000e+000, 6.19412e+000
-1.691500000000e+000, 6.19412e+000
-1.689400000000e+000, 6.19412e+000
-1.687300000000e+000, 6.19412e+000
-1.685200000000e+000, 6.19412e+000
-1.683100000000e+000, 6.19412e+000
-1.681000000000e+000, 6.19412e+000
-1.678900000000e+000, 5.79211e+000
-1.676800000000e+000, 6.19412e+000
-1.674700000000e+000, 6.19412e+000
-1.672600000000e+000, 6.19412e+000
-1.670500000000e+000, 5.79211e+000
-1.668400000000e+000, 5.79211e+000
-1.666300000000e+000, 6.19412e+000
-1.664200000000e+000, 5.79211e+000
-1.662100000000e+000, 6.19412e+000
-1.660000000000e+000, 5.79211e+000
-1.657900000000e+000, 6.19412e+000
-1.655800000000e+000, 5.79211e+000
-1.653700000000e+000, 5.79211e+000
-1.651600000000e+000, 5.79211e+000
-1.649500000000e+000, 5.79211e+000
-1.647400000000e+000, 5.79211e+000
-1.645300000000e+000, 5.79211e+000
-1.643200000000e+000, 5.79211e+000
-1.641100000000e+000, 5.79211e+000
-1.639000000000e+000, 5.79211e+000
-1.636900000000e+000, 5.79211e+000
-1.634800000000e+000, 5.79211e+000
-1.632700000000e+000, 5.79211e+000
-1.630600000000e+000, 5.79211e+000
-1.628500000000e+000, 5.79211e+000
-1.626400000000e+000, 5.39010e+000
-1.624300000000e+000, 5.39010e+000
-1.622200000000e+000, 5.79211e+000
-1.620100000000e+000, 5.79211e+000
-1.618000000000e+000, 5.39010e+000
-1.615900000000e+000, 5.39010e+000
-1.613800000000e+000, 5.79211e+000
-1.611700000000e+000, 5.39010e+000
-1.609600000000e+000, 5.39010e+000
-1.607500000000e+000, 5.39010e+000
-1.605400000000e+000, 5.39010e+000
-1.603300000000e+000, 5.39010e+000
-1.601200000000e+000, 5.39010e+000
-1.599100000000e+000, 5.39010e+000
-1.597000000000e+000, 5.39010e+000
-1.594900000000e+000, 5.39010e+000
-1.592800000000e+000, 5.39010e+000
-1.590700000000e+000, 5.39010e+000
-1.588600000000e+000, 5.39010e+000
-1.586500000000e+000, 5.39010e+000
-1.584400000000e+000, 5.39010e+000
-1.582300000000e+000, 5.39010e+000
-1.580200000000e+000, 5.39010e+000
-1.578100000000e+000, 5.39010e+000
-1.576000000000e+000, 5.39010e+000
-1.573900000000e+000, 5.39010e+000
-1.571800000000e+000, 4.98809e+000
-1.569700000000e+000, 4.98809e+000
-1.567600000000e+000, 5.39010e+000
-1.565500000000e+000, 5.39010e+000
-1.563400000000e+000, 4.98809e+000
-1.561300000000e+000, 5.39010e+000
-1.559200000000e+000, 4.98809e+000
-1.557100000000e+000, 5.39010e+000
-1.555000000000e+000, 4.98809e+000
-1.552900000000e+000, 5.39010e+000
-1.550800000000e+000, 4.98809e+000
-1.548700000000e+000, 4.98809e+000
-1.546600000000e+000, 4.98809e+000
-1.544500000000e+000, 4.98809e+000
-1.542400000000e+000, 4.98809e+000
-1.540300000000e+000, 4.98809e+000
-1.538200000000e+000, 4.98809e+000
-1.536100000000e+000, 4.98809e+000
-1.534000000000e+000, 4.98809e+000
-1.531900000000e+000, 4.98809e+000
-1.529800000000e+000, 4.98809e+000
-1.527700000000e+000, 4.98809e+000
-1.525600000000e+000, 5.39010e+000
-1.523500000000e+000, 4.98809e+000
-1.521400000000e+000, 4.98809e+000
-1.519300000000e+000, 4.98809e+000
-1.517200000000e+000, 4.98809e+000
-1.515100000000e+000, 4.98809e+000
-1.513000000000e+000, 4.98809e+000
-1.510900000000e+000, 5.39010e+000
-1.508800000000e+000, 4.98809e+000
-1.506700000000e+000, 5.39010e+000
-1.504600000000e+000, 5.39010e+000
-1.502500000000e+000, 5.39010e+000
-1.500400000000e+000, 5.79211e+000
-1.498300000000e+000, 5.79211e+000
-1.496200000000e+000, 6.19412e+000
-1.494100000000e+000, 6.19412e+000
-1.492000000000e+000, 6.59613e+000
-1.489900000000e+000, 6.59613e+000
-1.487800000000e+000, 6.59613e+000
-1.485700000000e+000, 6.99814e+000
-1.483600000000e+000, 6.99814e+000
-1.481500000000e+000, 7.40015e+000
-1.479400000000e+000, 7.40015e+000
-1.477300000000e+000, 7.80216e+000
-1.475200000000e+000, 8.20417e+000
-1.473100000000e+000, 8.20417e+000
-1.471000000000e+000, 8.20417e+000
-1.468900000000e+000, 8.60618e+000
-1.466800000000e+000, 8.60618e+000
-1.464700000000e+000, 9.00819e+000
-1.462600000000e+000, 9.00819e+000
-1.460500000000e+000, 9.00819e+000
-1.458400000000e+000, 9.41020e+000
-1.456300000000e+000, 9.41020e+000
-1.454200000000e+000, 9.41020e+000
-1.452100000000e+000, 9.81221e+000
-1.450000000000e+000, 9.81221e+000
-1.447900000000e+000, 1.02142e+001
-1.445800000000e+000, 1.02142e+001
-1.443700000000e+000, 1.02142e+001
-1.441600000000e+000, 1.06162e+001
-1.439500000000e+000, 1.06162e+001
-1.437400000000e+000, 1.10182e+001
-1.435300000000e+000, 1.10182e+001
-1.433200000000e+000, 1.10182e+001
-1.431100000000e+000, 1.10182e+001
-1.429000000000e+000, 1.14203e+001
-1.426900000000e+000, 1.14203e+001
-1.424800000000e+000, 1.14203e+001
-1.422700000000e+000, 1.18223e+001
-1.420600000000e+000, 1.18223e+001
-1.418500000000e+000, 1.18223e+001
-1.416400000000e+000, 1.22243e+001
-1.414300000000e+000, 1.22243e+001
-1.412200000000e+000, 1.22243e+001
-1.410100000000e+000, 1.22243e+001
-1.408000000000e+000, 1.26263e+001
-1.405900000000e+000, 1.26263e+001
-1.403800000000e+000, 1.26263e+001
-1.401700000000e+000, 1.30283e+001
-1.399600000000e+000, 1.30283e+001
-1.397500000000e+000, 1.30283e+001
-1.395400000000e+000, 1.30283e+001
-1.393300000000e+000, 1.34303e+001
-1.391200000000e+000, 1.30283e+001
-1.389100000000e+000, 1.30283e+001
-1.387000000000e+000, 1.34303e+001
-1.384900000000e+000, 1.34303e+001
-1.382800000000e+000, 1.38323e+001
-1.380700000000e+000, 1.38323e+001
-1.378600000000e+000, 1.34303e+001
-1.376500000000e+000, 1.38323e+001
-1.374400000000e+000, 1.38323e+001
-1.372300000000e+000, 1.38323e+001
-1.370200000000e+000, 1.38323e+001
-1.368100000000e+000, 1.38323e+001
-1.366000000000e+000, 1.38323e+001
-1.363900000000e+000, 1.38323e+001
-1.361800000000e+000, 1.38323e+001
-1.359700000000e+000, 1.38323e+001
-1.357600000000e+000, 1.38323e+001
-1.355500000000e+000, 1.38323e+001
-1.353400000000e+000, 1.42343e+001
-1.351300000000e+000, 1.38323e+001
-1.349200000000e+000, 1.42343e+001
-1.347100000000e+000, 1.42343e+001
-1.345000000000e+000, 1.42343e+001
-1.342900000000e+000, 1.42343e+001
-1.340800000000e+000, 1.42343e+001
-1.338700000000e+000, 1.38323e+001
-1.336600000000e+000, 1.42343e+001
-1.334500000000e+000, 1.42343e+001
-1.332400000000e+000, 1.42343e+001
-1.330300000000e+000, 1.42343e+001
-1.328200000000e+000, 1.42343e+001
-1.326100000000e+000, 1.42343e+001
-1.324000000000e+000, 1.42343e+001
-1.321900000000e+000, 1.42343e+001
-1.319800000000e+000, 1.42343e+001
-1.317700000000e+000, 1.42343e+001
-1.315600000000e+000, 1.42343e+001
-1.313500000000e+000, 1.38323e+001
-1.311400000000e+000, 1.42343e+001
-1.309300000000e+000, 1.38323e+001
-1.307200000000e+000, 1.42343e+001
-1.305100000000e+000, 1.38323e+001
-1.303000000000e+000, 1.38323e+001
-1.300900000000e+000, 1.38323e+001
-1.298800000000e+000, 1.38323e+001
-1.296700000000e+000, 1.38323e+001
-1.294600000000e+000, 1.38323e+001
-1.292500000000e+000, 1.38323e+001
-1.290400000000e+000, 1.38323e+001
-1.288300000000e+000, 1.38323e+001
-1.286200000000e+000, 1.38323e+001
-1.284100000000e+000, 1.34303e+001
-1.282000000000e+000, 1.34303e+001
-1.279900000000e+000, 1.34303e+001
-1.277800000000e+000, 1.34303e+001
-1.275700000000e+000, 1.34303e+001
-1.273600000000e+000, 1.34303e+001
-1.271500000000e+000, 1.30283e+001
-1.269400000000e+000, 1.34303e+001
-1.267300000000e+000, 1.34303e+001
-1.265200000000e+000, 1.34303e+001
-1.263100000000e+000, 1.34303e+001
-1.261000000000e+000, 1.34303e+001
-1.258900000000e+000, 1.30283e+001
-1.256800000000e+000, 1.30283e+001
-1.254700000000e+000, 1.30283e+001
-1.252600000000e+000, 1.30283e+001
-1.250500000000e+000, 1.30283e+001
-1.248400000000e+000, 1.30283e+001
-1.246300000000e+000, 1.30283e+001
-1.244200000000e+000, 1.30283e+001
-1.242100000000e+000, 1.30283e+001
-1.240000000000e+000, 1.30283e+001
-1.237900000000e+000, 1.30283e+001
-1.235800000000e+000, 1.30283e+001
-1.233700000000e+000, 1.30283e+001
-1.231600000000e+000, 1.26263e+001
-1.229500000000e+000, 1.26263e+001
-1.227400000000e+000, 1.26263e+001
-1.225300000000e+000, 1.26263e+001
-1.223200000000e+000, 1.26263e+001
-1.221100000000e+000, 1.22243e+001
-1.219000000000e+000, 1.22243e+001
-1.216900000000e+000, 1.22243e+001
-1.214800000000e+000, 1.26263e+001
-1.212700000000e+000, 1.22243e+001
-1.210600000000e+000, 1.22243e+001
-1.208500000000e+000, 1.22243e+001
-1.206400000000e+000, 1.26263e+001
-1.204300000000e+000, 1.22243e+001
-1.202200000000e+000, 1.22243e+001
-1.200100000000e+000, 1.22243e+001
-1.198000000000e+000, 1.22243e+001
-1.195900000000e+000, 1.22243e+001
-1.193800000000e+000, 1.18223e+001
-1.191700000000e+000, 1.22243e+001
-1.189600000000e+000, 1.22243e+001
-1.187500000000e+000, 1.22243e+001
-1.185400000000e+000, 1.18223e+001
-1.183300000000e+000, 1.18223e+001
-1.181200000000e+000, 1.18223e+001
-1.179100000000e+000, 1.18223e+001
-1.177000000000e+000, 1.18223e+001
-1.174900000000e+000, 1.18223e+001
-1.172800000000e+000, 1.18223e+001
-1.170700000000e+000, 1.18223e+001
-1.168600000000e+000, 1.18223e+001
-1.166500000000e+000, 1.18223e+001
-1.164400000000e+000, 1.18223e+001
-1.162300000000e+000, 1.18223e+001
-1.160200000000e+000, 1.14203e+001
-1.158100000000e+000, 1.14203e+001
-1.156000000000e+000, 1.14203e+001
-1.153900000000e+000, 1.14203e+001
-1.151800000000e+000, 1.14203e+001
-1.149700000000e+000, 1.14203e+001
-1.147600000000e+000, 1.14203e+001
-1.145500000000e+000, 1.10182e+001
-1.143400000000e+000, 1.14203e+001
-1.141300000000e+000, 1.14203e+001
-1.139200000000e+000, 1.10182e+001
-1.137100000000e+000, 1.10182e+001
-1.135000000000e+000, 1.10182e+001
